Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
773,80,RL,100,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1980,8000,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,8000,BLQ,8000,100,100,GasA,TA,Y,SBrkr,1200,0,8000,8000,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1980,Unf,2,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,MnPrv,0,3,2010,WD,Abnorml,107000
774,20,RL,70,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Feedr,Norm,1Fam,1Story,5,5,1960,11000,Gable,CompShg,Wd Sdng,Wd Sdng,None,100,TA,TA,CBlock,TA,TA,No,Rec,11000,Unf,11000,100,100,GasA,Ex,Y,FuseA,1000,0,11000,11000,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1960,RFn,1,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,7,2007,COD,Normal,114500
776,120,RM,40,5000,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,2000,5000,Hip,CompShg,VinylSd,VinylSd,BrkFace,400,TA,TA,PConc,Ex,TA,No,GLQ,5000,Unf,5000,100,100,GasA,Ex,Y,SBrkr,1300,0,5000,5000,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,2000,Fin,2,5000,TA,TA,Y,5000,100,5000,5000,5000,5000,,0,6,2009,WD,Normal,162000
777,20,RL,90,12000,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,12000,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,Gd,TA,PConc,Gd,TA,Av,GLQ,12000,Unf,12000,100,100,GasA,Ex,Y,SBrkr,1700,0,12000,12000,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2010,RFn,3,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,,0,7,2006,New,Partial,221500
778,20,RL,100,14000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1980,14000,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,14000,Unf,14000,100,100,GasA,TA,Y,SBrkr,900,0,14000,14000,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1980,Unf,2,14000,TA,TA,Y,14000,100,14000,14000,14000,14000,MnPrv,0,6,2006,WD,Normal,142500
780,90,RL,80,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1980,11000,Gable,CompShg,Plywood,ImStucc,BrkFace,100,TA,TA,CBlock,Gd,TA,Gd,GLQ,11000,Unf,11000,100,100,GasA,TA,Y,SBrkr,1100,0,11000,11000,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1980,Unf,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,5,2006,WD,Normal,135000
781,20,RL,70,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2000,8000,Gable,CompShg,HdBoard,HdBoard,BrkFace,100,TA,TA,PConc,Gd,Gd,No,Unf,8000,Unf,8000,100,100,GasA,Gd,Y,SBrkr,1300,0,8000,8000,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,2000,Fin,2,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,,0,6,2007,WD,Normal,176000
782,60,RL,70,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2000,8000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,ALQ,8000,Unf,8000,100,100,GasA,Ex,Y,SBrkr,900,800,8000,8000,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2000,RFn,2,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,,0,7,2006,WD,Normal,175900
783,20,RL,70,17000,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,17000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,17000,Unf,17000,100,100,GasA,Ex,Y,SBrkr,1500,0,17000,17000,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2010,RFn,2,17000,TA,TA,Y,17000,100,17000,17000,17000,17000,,0,6,2009,WD,Normal,187100
785,75,RM,40,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1920,7000,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,7000,Unf,7000,100,100,GasA,Ex,Y,SBrkr,800,800,7000,7000,0,0,2,0,3,1,TA,9,Typ,1,Gd,,,,0,7000,,,Y,7000,100,7000,7000,7000,7000,,0,6,2008,WD,Normal,128000
151,20,RL,120,11000,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1980,11000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,11000,Unf,11000,200,200,GasA,TA,Y,SBrkr,1000,0,11000,11000,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1980,Unf,2,11000,TA,TA,Y,11000,200,11000,11000,11000,11000,MnPrv,0,1,2007,WD,Normal,122000
786,20,RL,,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1970,10000,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,10000,LwQ,10000,,,GasA,TA,Y,SBrkr,1400,0,10000,10000,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970,Unf,2,10000,TA,TA,Y,10000,,10000,10000,10000,10000,,0,9,2009,WD,Normal,161500
787,50,RM,60,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,11000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Fa,TA,No,LwQ,11000,Unf,11000,100,100,GasA,TA,Y,SBrkr,1000,700,11000,11000,1,0,2,0,4,1,TA,7,Typ,0,,Detchd,1970,Unf,1,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,1200,6,2010,WD,Normal,139000
788,60,RL,80,11000,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2010,11000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,11000,Unf,11000,100,100,GasA,Ex,Y,SBrkr,1000,1200,11000,11000,1,0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2010,RFn,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,1,2010,WD,Normal,233000
789,20,RM,50,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1960,6000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,6000,Unf,6000,100,100,GasA,Ex,Y,SBrkr,1000,0,6000,6000,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1960,Unf,1,6000,Fa,TA,Y,6000,100,6000,6000,6000,6000,,0,8,2008,WD,Normal,107900
790,60,RL,,13000,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1970,13000,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,TA,TA,CBlock,TA,Fa,Gd,LwQ,13000,Unf,13000,,,GasA,Gd,Y,SBrkr,1000,1200,13000,13000,0,0,2,1,5,1,Gd,9,Typ,0,,Attchd,1970,Fin,2,13000,TA,TA,Y,13000,,13000,13000,13000,13000,,0,7,2007,WD,Normal,187500
791,120,RL,50,4000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2010,4000,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Gd,TA,No,GLQ,4000,Unf,4000,100,100,GasA,Ex,Y,SBrkr,1200,0,4000,4000,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2010,Fin,2,4000,TA,TA,Y,4000,100,4000,4000,4000,4000,,0,9,2009,WD,Normal,160200
44,20,RL,,10000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1980,10000,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,10000,BLQ,10000,,,GasA,TA,Y,SBrkr,1000,0,10000,10000,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1980,Unf,1,10000,TA,TA,Y,10000,,10000,10000,10000,10000,MnPrv,0,7,2008,WD,Normal,130250
793,60,RL,100,10000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,2000,10000,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1200,900,10000,10000,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,2000,Unf,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,6,2007,WD,Normal,269790
794,20,RL,80,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,10000,Gable,CompShg,CemntBd,CmentBd,Stone,200,Gd,TA,PConc,Gd,TA,Av,Unf,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1500,0,10000,10000,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2010,Fin,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,6,2007,New,Partial,225000
795,60,RL,,11000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,11000,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,11000,Unf,11000,,,GasA,Ex,Y,SBrkr,1100,900,11000,11000,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,11000,TA,TA,Y,11000,,11000,11000,11000,11000,,500,10,2008,WD,Normal,194500
796,60,RL,70,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,9000,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,TA,TA,CBlock,Gd,TA,No,Unf,9000,Unf,9000,100,100,GasA,TA,Y,SBrkr,900,700,9000,9000,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,MnPrv,0,4,2010,WD,Normal,171000
798,20,RL,60,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1960,8000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,8000,Unf,8000,100,100,GasA,Gd,Y,SBrkr,800,0,8000,8000,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1960,Unf,1,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,,0,4,2008,WD,Abnorml,110000
799,60,RL,110,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2010,14000,Hip,CompShg,VinylSd,VinylSd,Stone,900,Ex,TA,PConc,Ex,TA,No,Unf,14000,Unf,14000,200,200,GasA,Ex,Y,SBrkr,2000,1200,14000,14000,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2010,Fin,3,14000,TA,TA,Y,14000,200,14000,14000,14000,14000,,0,7,2009,New,Partial,485000
800,50,RL,60,8000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1940,8000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,300,TA,TA,BrkTil,Gd,TA,No,ALQ,8000,Unf,8000,100,100,GasA,Ex,Y,SBrkr,1000,800,8000,8000,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1940,Unf,1,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,MnPrv,0,6,2007,WD,Normal,175000
801,60,RL,80,13000,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,2000,13000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,13000,Unf,13000,100,100,GasA,Gd,Y,SBrkr,700,1100,13000,13000,1,0,2,1,4,1,Gd,8,Typ,0,,Attchd,2000,RFn,2,13000,TA,TA,Y,13000,100,13000,13000,13000,13000,,400,5,2008,WD,Normal,200000
452,20,RL,70,71000,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1980,71000,Gable,WdShngl,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,71000,Unf,71000,100,100,GasA,TA,Y,SBrkr,1600,0,71000,71000,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1980,Unf,2,71000,TA,TA,Y,71000,100,71000,71000,71000,71000,,0,12,2006,WD,Normal,280000
802,30,RM,40,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1920,5000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,5000,Unf,5000,100,100,GasA,Ex,Y,FuseA,1200,0,5000,5000,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1960,Unf,2,5000,TA,TA,Y,5000,100,5000,5000,5000,5000,,0,7,2007,WD,Normal,109900
803,60,RL,70,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2010,9000,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,800,800,9000,9000,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2010,Fin,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,10,2008,WD,Normal,189000
804,60,RL,110,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2010,14000,Hip,CompShg,VinylSd,VinylSd,Stone,500,Ex,TA,PConc,Ex,TA,Gd,Unf,14000,Unf,14000,200,200,GasA,Ex,Y,SBrkr,1800,1100,14000,14000,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2010,RFn,3,14000,TA,TA,Y,14000,200,14000,14000,14000,14000,,0,1,2009,New,Partial,582933
805,20,RL,80,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1960,9000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,9000,Unf,9000,100,100,GasA,TA,Y,SBrkr,1200,0,9000,9000,0,0,1,0,2,1,TA,5,Min1,0,,Attchd,1960,Unf,1,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,GdWo,0,6,2006,WD,Family,118000
806,20,RL,100,13000,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2010,13000,Gable,CompShg,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Gd,TA,No,Unf,13000,Unf,13000,100,100,GasA,Ex,Y,SBrkr,1500,0,13000,13000,0,0,2,0,3,1,Ex,6,Typ,0,,Attchd,2010,RFn,2,13000,TA,TA,Y,13000,100,13000,13000,13000,13000,,0,7,2008,New,Partial,227680
807,80,RL,80,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,SLvl,5,5,1970,10000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Av,ALQ,10000,Rec,10000,100,100,GasA,Gd,Y,SBrkr,1000,0,10000,10000,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1970,Fin,1,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,10,2006,WD,Normal,135500
808,70,RL,150,22000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1930,22000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,22000,Unf,22000,200,200,GasA,Ex,Y,SBrkr,1100,600,22000,22000,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1930,RFn,2,22000,TA,TA,Y,22000,200,22000,22000,22000,22000,,0,5,2009,WD,Normal,223500
809,80,RL,90,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,SLvl,5,5,1970,14000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1100,TA,TA,CBlock,TA,TA,Av,ALQ,14000,BLQ,14000,100,100,GasA,TA,Y,SBrkr,1100,0,14000,14000,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1970,RFn,2,14000,TA,TA,Y,14000,100,14000,14000,14000,14000,GdWo,0,6,2006,WD,Normal,159950
810,75,RM,90,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1900,9000,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,9000,Unf,9000,100,100,GasA,TA,N,FuseA,1100,1100,9000,9000,0,0,2,0,2,3,TA,11,Typ,0,,Detchd,1910,Unf,2,9000,Fa,Po,N,9000,100,9000,9000,9000,9000,MnPrv,0,11,2009,WD,Normal,106000
812,120,RM,,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2010,5000,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,Gd,GLQ,5000,Unf,5000,,,GasA,Ex,Y,SBrkr,900,0,5000,5000,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2010,Fin,2,5000,TA,TA,Y,5000,,5000,5000,5000,5000,,0,6,2008,ConLD,Normal,144500
813,20,C (all),70,9000,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1960,9000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Av,Unf,9000,Unf,9000,100,100,GasA,TA,N,FuseA,1100,0,9000,9000,0,0,1,0,2,1,Fa,4,Typ,0,,Basment,1960,Unf,2,9000,TA,TA,N,9000,100,9000,9000,9000,9000,,54,6,2010,WD,Alloca,55993
814,20,RL,80,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,6,1960,10000,Gable,CompShg,MetalSd,MetalSd,BrkFace,300,TA,TA,CBlock,TA,TA,No,Rec,10000,Unf,10000,100,100,GasA,Gd,Y,SBrkr,1500,0,10000,10000,0,0,1,1,4,1,TA,7,Typ,0,,Attchd,1960,RFn,1,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,500,4,2007,COD,Normal,157900
815,50,RL,50,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1920,9000,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,9000,Unf,9000,100,100,GasW,Gd,Y,SBrkr,700,600,9000,9000,0,1,1,1,3,1,Fa,7,Typ,0,,Detchd,1960,Unf,1,9000,TA,TA,P,9000,100,9000,9000,9000,9000,,0,7,2006,WD,Normal,116000
816,20,RL,50,13000,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,13000,Gable,CompShg,VinylSd,VinylSd,BrkFace,500,TA,TA,PConc,Gd,TA,No,Unf,13000,Unf,13000,100,100,GasA,Ex,Y,SBrkr,1700,0,13000,13000,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2000,RFn,2,13000,TA,TA,Y,13000,100,13000,13000,13000,13000,,0,5,2010,WD,Normal,224900
817,20,RL,,12000,Pave,IR1,Lvl,AllPub,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1960,12000,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,12000,Unf,12000,,,GasA,Gd,Y,SBrkr,1100,0,12000,12000,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1960,RFn,1,12000,TA,TA,Y,12000,,12000,12000,12000,12000,,0,7,2006,WD,Normal,137000
820,120,RL,50,7000,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2010,7000,Gable,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Gd,TA,Mn,GLQ,7000,Unf,7000,100,100,GasA,Ex,Y,SBrkr,1400,0,7000,7000,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010,RFn,2,7000,TA,TA,Y,7000,100,7000,7000,7000,7000,,0,6,2010,New,Partial,224000
821,60,RL,80,8000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2010,8000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,8000,Unf,8000,100,100,GasA,Ex,Y,SBrkr,800,900,8000,8000,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2010,RFn,2,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,,0,6,2008,WD,Normal,183000
822,20,RM,60,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1960,6000,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,6000,Unf,6000,100,100,GasA,TA,N,SBrkr,1000,0,6000,6000,0,0,1,0,2,1,TA,4,Min2,0,,Detchd,1980,Unf,2,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,,0,2,2009,WD,Normal,93000
453,60,RL,,10000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,2000,10000,Hip,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Ex,TA,No,ALQ,10000,Unf,10000,,,GasA,Ex,Y,SBrkr,900,900,10000,10000,1,0,2,1,3,1,TA,7,Typ,0,,Attchd,2000,Fin,2,10000,TA,TA,Y,10000,,10000,10000,10000,10000,,0,7,2007,WD,Normal,204000
455,90,RL,70,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1980,10000,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,10000,Unf,10000,100,100,GasA,TA,Y,SBrkr,1800,0,10000,10000,2,0,2,0,4,2,TA,8,Typ,0,,Detchd,1980,Unf,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,7,2006,WD,Family,188000
827,45,RM,50,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1930,7000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,7000,Unf,7000,100,100,GasA,Gd,Y,SBrkr,800,0,7000,7000,1,0,1,0,2,1,Gd,5,Typ,0,,,,,0,7000,,,Y,7000,100,7000,7000,7000,7000,,0,5,2008,WD,Normal,109500
823,60,RL,,13000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2010,13000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,13000,Unf,13000,,,GasA,Ex,Y,SBrkr,900,900,13000,13000,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2010,Fin,2,13000,TA,TA,Y,13000,,13000,13000,13000,13000,,0,10,2007,WD,Family,225000
824,50,RL,60,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,10000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,10000,Unf,10000,100,100,GasA,TA,Y,SBrkr,1000,600,10000,10000,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,GdWo,0,7,2009,WD,Normal,139500
825,20,FV,90,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,12000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,12000,Unf,12000,100,100,GasA,Ex,Y,SBrkr,1500,0,12000,12000,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2010,RFn,2,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,,0,6,2006,New,Partial,232600
826,20,RL,120,15000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2010,15000,Hip,CompShg,CemntBd,CmentBd,BrkFace,900,Ex,TA,PConc,Ex,TA,Av,GLQ,15000,Unf,15000,200,200,GasA,Ex,Y,SBrkr,2100,0,15000,15000,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2010,Fin,3,15000,TA,TA,Y,15000,200,15000,15000,15000,15000,,0,6,2008,New,Partial,385000
828,20,RL,70,9000,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2010,9000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,1500,0,9000,9000,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2010,RFn,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,4,2009,WD,Normal,189000
